Data;Open;High;Low;Close;Candle
29/09/2021 13:45;111650;111715;111570;111685;58
29/09/2021 13:40;111630;111690;111540;111650;57
29/09/2021 13:35;111655;111745;111585;111630;56
29/09/2021 13:30;111595;111720;111540;111660;55
29/09/2021 13:25;111585;111725;111495;111600;54
29/09/2021 13:20;111730;111800;111460;111580;53
29/09/2021 13:15;111730;111755;111545;111725;52
29/09/2021 13:10;111930;111960;111660;111730;51
29/09/2021 13:05;112100;112120;111880;111930;50
29/09/2021 13:00;111965;112105;111940;112100;49
29/09/2021 12:55;111935;111975;111790;111960;48
29/09/2021 12:50;111985;112035;111900;111935;47
29/09/2021 12:45;111655;112010;111590;111980;46
29/09/2021 12:40;111715;111810;111620;111655;45
29/09/2021 12:35;111825;111875;111705;111715;44
29/09/2021 12:30;111965;112010;111815;111830;43
29/09/2021 12:25;111800;111990;111705;111965;42
29/09/2021 12:20;112135;112170;111765;111800;41
29/09/2021 12:15;112115;112185;111965;112135;40
29/09/2021 12:10;112090;112195;112060;112110;39
29/09/2021 12:05;111920;112165;111895;112090;38
29/09/2021 12:00;111875;111945;111820;111920;37
29/09/2021 11:55;111910;111925;111805;111880;36
29/09/2021 11:50;111920;111970;111865;111905;35
29/09/2021 11:45;111920;111975;111865;111925;34
29/09/2021 11:40;111765;111940;111740;111920;33
29/09/2021 11:35;111660;111790;111650;111765;32
29/09/2021 11:30;111665;111705;111475;111655;31
29/09/2021 11:25;111460;111670;111425;111665;30
29/09/2021 11:20;111485;111575;111415;111460;29
29/09/2021 11:15;111450;111560;111435;111480;28
29/09/2021 11:10;111430;111600;111380;111450;27
29/09/2021 11:05;111350;111440;111265;111430;26
29/09/2021 11:00;111295;111495;111240;111345;25
29/09/2021 10:55;111325;111425;111110;111295;24
29/09/2021 10:50;111030;111440;111025;111325;23
29/09/2021 10:45;110660;111040;110490;111030;22
29/09/2021 10:40;110565;110820;110500;110660;21
29/09/2021 10:35;110750;110820;110535;110570;20
29/09/2021 10:30;111115;111225;110740;110750;19
29/09/2021 10:25;111205;111340;111070;111110;18
29/09/2021 10:20;111095;111290;111050;111205;17
29/09/2021 10:15;111235;111295;111010;111090;16
29/09/2021 10:10;110985;111270;110930;111230;15
29/09/2021 10:05;111050;111255;110980;110985;14
29/09/2021 10:00;111145;111175;110900;111050;13
29/09/2021 09:55;111000;111215;110975;111145;12
29/09/2021 09:50;111070;111130;110855;110995;11
29/09/2021 09:45;111050;111145;110960;111070;10
29/09/2021 09:40;110780;111070;110725;111050;9
29/09/2021 09:35;110770;110900;110750;110780;8
29/09/2021 09:30;110900;110955;110760;110775;7
29/09/2021 09:25;110975;110985;110840;110900;6
29/09/2021 09:20;111045;111085;110920;110980;5
29/09/2021 09:15;111140;111195;111020;111050;4
29/09/2021 09:10;111275;111355;111115;111140;3
29/09/2021 09:05;111100;111295;111060;111270;2
29/09/2021 09:00;110700;111165;110630;111100;1
28/09/2021 17:50;110050;110095;109980;110020;107
28/09/2021 17:45;110095;110115;109995;110050;106
28/09/2021 17:40;110085;110120;110025;110095;105
28/09/2021 17:35;110090;110135;110020;110085;104
28/09/2021 17:30;110215;110235;110015;110090;103
28/09/2021 17:25;110175;110250;110165;110215;102
28/09/2021 17:20;110235;110260;110175;110180;101
28/09/2021 17:15;110310;110375;110200;110235;100
28/09/2021 17:10;110260;110330;110150;110310;99
28/09/2021 17:05;110215;110345;110180;110260;98
28/09/2021 17:00;110310;110395;110150;110215;97
28/09/2021 16:55;110330;110355;110205;110305;96
28/09/2021 16:50;110410;110485;110265;110335;95
28/09/2021 16:45;110515;110590;110385;110410;94
28/09/2021 16:40;110485;110650;110440;110515;93
28/09/2021 16:35;110420;110675;110400;110490;92
28/09/2021 16:30;110235;110430;110225;110415;91
28/09/2021 16:25;110525;110530;110210;110235;90
28/09/2021 16:20;110660;110715;110445;110525;89
28/09/2021 16:15;110725;110795;110650;110655;88
28/09/2021 16:10;110480;110785;110480;110720;87
28/09/2021 16:05;110380;110565;110360;110485;86
28/09/2021 16:00;110570;110600;110360;110380;85
28/09/2021 15:55;110560;110645;110520;110575;84
28/09/2021 15:50;110605;110625;110445;110555;83
28/09/2021 15:45;110545;110680;110510;110605;82
28/09/2021 15:40;110515;110615;110445;110550;81
28/09/2021 15:35;110435;110525;110360;110510;80
