Data	Open	High	Low	Close	Candle
03/03/2022 13:35	33943,64	33976,66	33943,64	33953,21	50
03/03/2022 13:30	34016,87	34017,12	33923,85	33941,73	49
03/03/2022 13:25	34005,75	34020,19	33992,31	34018,25	48
03/03/2022 13:20	34004,44	34007,6	33985,8	34006,1	47
03/03/2022 13:15	33970,6	34013,6	33969,94	34005,86	46
03/03/2022 13:10	33945,25	33974,68	33933,48	33972,32	45
03/03/2022 13:05	33965,07	33992,29	33935,89	33944,81	44
03/03/2022 13:00	33946,39	33972,06	33918,62	33964,71	43
03/03/2022 12:55	33914,1	33959,72	33907,14	33946,03	42
03/03/2022 12:50	33929,93	33931,91	33894,64	33919,02	41
03/03/2022 12:45	33919,81	33946,67	33877,72	33930,36	40
03/03/2022 12:40	33920,1	33920,1	33873,52	33916,98	39
03/03/2022 12:35	33981,18	34024,76	33910,12	33919,98	38
03/03/2022 12:30	33778,52	34015,88	33777,37	33979,93	37
03/03/2022 12:25	33831,22	33834,98	33769,19	33778,62	36
03/03/2022 12:20	33862,44	33868,91	33829,67	33831,52	35
03/03/2022 12:15	33848,24	33890,74	33844,23	33862,78	34
03/03/2022 12:10	33847,18	33874,96	33832,78	33847,56	33
03/03/2022 12:05	33811,78	33841,75	33800,5	33841,75	32
03/03/2022 12:00	33787,97	33813,06	33774,73	33811,81	31
03/03/2022 11:55	33777,74	33826,23	33720,41	33788,4	30
03/03/2022 11:50	33770,36	33789,24	33751,08	33777,42	29
03/03/2022 11:45	33788,57	33794,14	33755,61	33769,7	28
03/03/2022 11:40	33736,6	33802,78	33731,65	33787,39	27
03/03/2022 11:35	33777,59	33779,23	33704,14	33737,86	26
03/03/2022 11:30	33767,78	33777,44	33748,26	33777,44	25
03/03/2022 11:25	33762,08	33793,05	33749,86	33768,23	24
03/03/2022 11:20	33702,69	33765,33	33702,69	33761,46	23
03/03/2022 11:15	33676,02	33700,96	33641,53	33700,67	22
03/03/2022 11:10	33743,37	33743,37	33676,56	33677,56	21
03/03/2022 11:05	33758,06	33775,33	33710,7	33745,38	20
03/03/2022 11:00	33740,93	33769,42	33735,9	33755,52	19
03/03/2022 10:55	33783,7	33788,16	33736,2	33740,14	18
03/03/2022 10:50	33825,92	33825,92	33778,85	33783,39	17
03/03/2022 10:45	33802,7	33833,48	33789,54	33827,46	16
03/03/2022 10:40	33844,03	33870,82	33801,15	33807,53	15
03/03/2022 10:35	33919,76	33934,01	33840,92	33844,18	14
03/03/2022 10:30	33950,02	33973,31	33914,39	33920,17	13
03/03/2022 10:25	33927,41	33961,48	33905,12	33949,84	12
03/03/2022 10:20	33989,09	33994,82	33911,61	33929,84	11
03/03/2022 10:15	34016,82	34016,82	33962,23	33989,09	10
03/03/2022 10:10	34010,55	34034,77	33982,63	34015,81	9
03/03/2022 10:05	34016,41	34024,49	33979,53	34010,59	8
03/03/2022 10:00	34082,49	34102,05	34016,91	34016,91	7
03/03/2022 09:55	34052,85	34110,26	34038,89	34085,48	6
03/03/2022 09:50	34065,35	34094,14	34027,83	34052,34	5
03/03/2022 09:45	34111,79	34179,07	34049,82	34066,29	4
03/03/2022 09:40	34072,25	34134,47	34070,04	34114,59	3
03/03/2022 09:35	34082,92	34084,36	34031,65	34070,17	2
03/03/2022 09:30	33972,87	34141,4	33972,87	34083,65	1
